LANGCODE	EXAMPLE	SOURCE	REFERENCE	REFERENCE_PAGE	CAT	GROUPID	EDITOR	COMMENT	VERSION	COMMENT_INTERN
ru	Autostop nie funkcjonuje i prędzej uschniesz na wiór na poboczu, niż otworzą się przed tobą cudze drzwi.	NKRJa			ITR	BW0116	Björn		1	
ru	Стирать ткань? [...] Как часто стираются диваны-стационары в квартирах?	NKRJa			ITR	BW0117	Björn	This example has been adapted from the original source.	1	
pl	Jedyne, co przyszło mu do głowy, to schować się teraz pod kołdrę i nie widzieć zagrożenia. Tak też zrobił.	NKJP			ITR	BW0118	Björn		1	
pl	Karol rzuca się w kierunku Kingi.	NKJP			ITR	BW0120	Björn		1	
pl	Uwielbiacie rządzić, wtrącać się do polityki, wścibiać wszędy nosy i wtykać paluchy.	NKJP			ITR	BW0121	Björn	This example has been adapted from the original source.	1	
pl	Autostop nie funkcjonuje i prędzej uschniesz na wiór na poboczu, niż otworzą się przed tobą cudze drzwi.	NKJP			ITR	BW0122	Björn		1	
pl	Po obiedzie zamknął się w swoim pokoju.	NKJP			ITR	BW0123	Björn		1	
pl	Podciągnij spodnie, bo się przewrócisz ― podtrzymałem ją i pomogłem się zapiąć.	NKJP			ITR	BW0124	Björn	This example has been adapted from the original source.	1	
pl	Dag zaklął, wycofał się i po krótkiej chwili wrócił w towarzystwie najmłodszego Sundanina.	NKJP			ITR	BW0125	Björn		1	
pl	Dla ciebie ja tutaj rządzę – nachylił się nad nim John.	NKJP			ITR	BW0126	Björn		1	
pl	A ty mi się tu nie rządź, braciszku!	NKJP			ITR	BW0127	Björn		1	
pl	No proszę, a przecież sama mi opowiadałaś jak ona się tam rządzi...	NKJP			ITR	BW0128	Björn		1	
pl	Milva zatrzymała się i odwróciła, ostrym ruchem złamała zawadzającą gałązkę wiciokrzewu.	NKJP			ITR	BW0130	Björn		1	
pl	Geralt zerwał się pierwszy.	NKJP			ITR	BW0131	Björn		1	
pl	Romanow wstał z klęczek, zapalił kolejnego papierosa, zaciągnął się mocno, zaklął cicho.	NKJP			ITR	BW0132	Björn		1	
pl	Nie będę się zatem kopał z koniem, ani walczył z orangutanem.	NKJP			ITR	BW0135	Björn		1	
pl	Chodzi o wolność co do informacji, wolność otrzymywania, rozprzestrzeniania, dzielenia się informacją.	NKJP			ITR	BW0136	Björn		1	
pl	Co się czepiasz, kopana ― rzekł pogardliwie Polek. ― Ja się czepiam? To ty mnie popchnąłeś.	NKJP			ITR, ECH	BW0137	Björn	This example has been adapted from the original source.	1	
pl	Ale z tą wodą to już kitowałeś, że się można dokopać?	NKJP			ITR	BW0138	Björn		1	
pl	Chciał ją obrazić, ale ucieszyła się, przestała kopać i dała sobie zrobić zastrzyk uspokajający.	NKJP			ITR, GIVE, IMPP	BW0139	Björn	This example has been adapted from the original source.	1	
pl	Na pewno wszystko w porządku? ― upewniła się Mechowska.	NKJP			ITR	BW0140	Björn	This example has been adapted from the original source.	1	
pl	Ale się pan nie wpakował ― powiedział powoli Jemiołczak. ― Tylko zadzwonił.	NKJP			ITR	BW0141	Björn	This example has been adapted from the original source.	1	
pl	Wpadamy na siebie, przewracamy się, kopiemy się.	NKJP			ITR, RECI	BW0143	Björn		1	
pl	Jeździł na obozy ZMP-owskie, pasjonował się szachami, kopał z nami piłkę.	NKJP			ITR	BW0144	Björn		1	
pl	Wiecie, koń, nim zdąży się przestraszyć, już się płoszy albo kopie.	NKJP			ITR	BW0145	Björn		1	
pl	Coś mi się po łbie kołatało.	NKJP			ITR	BW0146	Björn		1	
pl	W tamtych czasach nadawanie anglosaskich imion i nazwisk tubylcom bardzo się już rozpowszechniło.	NKJP			ITR	BW0151	Björn		1	
pl	Zatkałem mu gębę poduszką, pierze się rozsypało i przykleiło do krwi.	NKJP			ITR	BW0152	Björn		1	
pl	Cieszę się, że nauczyłeś się rozpoznawać nasz dom.	NKJP			ITR	BW0153	Björn		1	
pl	Pan ma psa? To powinien pan mieć. Od psa można się dużo nauczyć.	NKJP			ITR	BW0154	Björn		1	
pl	I nie gnieć zasłonki! Ciężko się ją prasuje. Jak się pogniecie, nie będzie efektu.	NKJP			ITR	BW0155	Björn		1	
pl	Młode umysły dawały się łatwiej rządzić wrażeniem niż refleksją.	NKJP			DISP, GIVE	BW0157	Björn		1	
ru	Согласен с автором полностью, а ряду комментаторам маленько не хватает элементарной экономической грамотности.	NKRJa			IPER	BW0159	Björn		1	
ru	Проблем хватает, но пока соберусь с мыслями уже что-нибудь новое случится.	NKRJa			IPER	BW0160	Björn		1	
ru	Таким образом, вся ватага торт попробовала, а его как бы и не убыло.	NKRJa			IPER	BW0161	Björn		1	
ru	В полку льгот и убыло, и прибыло.	NKRJa			IPER	BW0162	Björn		1	
ru	Пошевелилась. Встала на колени. Её сильно вырвало.	NKRJa			IPER	BW0163	Björn		1	
ru	У тебя капустой воняет. Меня тошнит. Её действительно тошнило, от всего.	NKRJa			IPER	BW0164	Björn		1	
ru	От этих людей пахло потом и нестиранными носками.	NKRJa			IPER	BW0164	Björn		1	
ru	В конце дня жара спала, начало вечереть, в лесу стало прохладнее.	NKRJa			IPER	BW0165	Björn		1	
ru	Уже вечерело, но со временем была непонятица ― слишком уж длинный день выдался.	NKRJa			IPER	BW0166	Björn		1	
pl	Świtało, gdy zasypiali.	NKJP			IPER	BW0167	Björn		1	
pl	Świtać wkrótce będzie - powiedziała Milva.	NKJP			IPER	BW0168	Björn		1	
pl	Od wczoraj nie miałem nic w ustach i aż mnie mdliło z głodu.	NKJP			IPER	BW0169	Björn		1	
pl	Dzień w dzień włócząc się po ulicach bez celu, bo odechciało mi się również chodzić do szkoły.	NKJP			IPER	BW0170	Björn		1	
pl	Najchętniej poszukałby innego motelu, lecz w ich sytuacji pozostawało tylko zacisnąć zęby i brać co dają.	NKJP			IPER	BW0172	Björn		1	
pl	Cisza. Chyba je zatkało. Poszły sobie. Widzę je teraz przez okno.	NKJP			IPER	BW0174	Björn		1	
pl	Wciąż brakowało mu głównego elementu w całej konstrukcji.	NKJP			IPER	BW0175	Björn		1	
pl	Dachówki starczy, choćby sporo natłukli przy przekładce.	NKJP			IPER	BW0176	Björn		1	
pl	Zeszli do opustoszałej o tej porze kawiarenki, w której bardziej niż kawą pachniało bigosem.	NKJP			IPER	BW0177	Björn		1	
pl	Jesień zmienia chemię powietrza na tyle, że czuć ją wyraźnie.	NKJP			IPER	BW0178	Björn		1	
pl	Alojz odpowiadał niechętnie, na księdza spoglądał podejrzliwie i widać było, że nie na rękę mu to spotkanie.	NKJP			IPER	BW0179	Björn		1	
pl	Przez kilkucentymetrową szparę widać było wbitą małą, czerwoną chorągiewkę.	NKJP			IPER	BW0179	Björn		1	
pl	Z pokoju obok słychać płacz Kasi.	NKJP			IPER	BW0180	Björn		1	
pl	W pełnej napięcia ciszy słychać było, jak osa tłucze się wściekle o szybę.	NKJP			IPER	BW0180	Björn		1	
pl	Lubił zapach drukarskiej farby. Najintensywniej czuć było książki rumuńskie.	NKJP			IPER	BW0181	Björn		1	
pl	Mężczyzna podniósł kołnierz płaszcza i rozłożył parasol. Dopiero wtedy poczuliśmy, że pada.	NKJP			IPER	BW0182	Björn		1	
pl	Jak się studnię kopie, to wiesz, ile jest kopania?	NKJP			IPER	BW0183	Björn		1	
pl	SEBASTIAN: [...] Uprasować ci? MAGDA: Tej się nie prasuje, głuptasie.	NKJP			IPER	BW0183	Björn	This example has been adapted from the original source.	1	
pl	I nie gnieć zasłonki! Ciężko się ją prasuje. Jak się pogniecie, nie będzie efektu.	NKJP			IPER, SA-DIR	BW0183	Björn		1	
pl	Stryj powiedział, że obiecano mu wolność oraz dobrą pracę w Wilnie.	NKJP			IPER	BW0184	Björn		1	
pl	I rzeczywiście, w końcu wzięto się za robotę, wydając na świat [...] klasyczny film animowany.	NKJP			IPER	BW0184	Björn	This example has been adapted from the original source.	1	
pl	Cisza trwała; czekano, co powie.	NKJP			IPER	BW0184	Björn		1	
pl	W domu o dziadku Ferdynandzie milczano.	NKJP			IPER	BW0184	Björn		1	
pl	Asnyk nie był świnią i za niecałe tysiąc trzysta złotych dostaliśmy siedem centów.	NKJP			AGRSEM	BW0185	Björn		1	
pl	Wyrwali z mojego portfela ostatnie tysiąc koron czeskich i puścili.	NKJP			AGRSEM	BW0186	Björn		1	
pl	Tam także setki, tysiące ludzi ciągnęło za sobą byle jak opatrzone kikuty.	NKJP			AGRSEM	BW0187	Björn		1	
pl	Wciąż nie traciła nadziei, że znajdzie nową [...] posadę, na której szukanie pozostawało jej [...] trzy miesiące czasu.	NKJP			AGRSEM	BW0188	Björn		1	
pl	Potem następowało szereg pytań i odpowiedzi.	NKJP			AGRSEM	BW0190	Björn		1	
ru	Кадры вызывают всеобщую панику. [...] низвергли статую, низвергнут и режим.	NKRJa			RESULT	BW0192	Björn	This example has been adapted from the original source.	1	
pl	Dopiero o północy stanęliśmy ponownie przed zamkniętą na kłódkę bramą sistiemy.	NKJP			RESULT	BW0193	Björn		1	
pl	Źli, nie myci, nie wyspani, tłukli się pięć dni i pięć nocy.	NKJP			RESULT, RECI	BW0195	Björn		1	
pl	Sprzyjałem mu niezmiennie, choć zamknięty w sobie, mało kontaktowy był z niego gość [...].	NKJP			RESULT	BW0196	Björn		1	
pl	Do domu nie miałem po co wracać.	NKJP			RC, POSS	BW0197	Björn		1	
pl	Pocałowałem jej drobną rękę pachnącą rybami.	NKJP			POSS	BW0198	Björn		1	
pl	Zabrałem mu łódkę.	NKJP			POSS	BW0198	Björn		1	
cs	Mamince se točila hlava.		Fried (1999)	483	POSS, ITR	BW0198	Björn		1	
bcms	Ivan je poljubio dami ruku.		Nomachi (2016)	454	POSS	BW0198	Björn		1	
ru	Он наклонился и поцеловал у нее руку.	NKRJa			POSS	BW0198	Björn		1	
ru	Он поцеловал ее в губы.				POSS	BW0198	Björn		1	Činčlej (1990)
pl	Niedługo później zadzwonił syn. Matura z polskiego była ponoć banalnie łatwa.	NKJP			EVID	BW0198	Björn		1	
pl	Zawsze wolałem maliny. Jeżyny były cierpkie, ale ponoć po wielokroć zdrowsze.	NKJP			EVID	BW0198	Björn		1	
pl	Zadzwonili do mnie i prosili o spotkanie. Mieli podobno jakąś ważną sprawę.	NKJP			EVID	BW0198	Björn		1	
pl	Nie wiem, skąd się brała ta moja zawziętość. Nie będę twierdził, jakobym przeczuwał, że on niedługo umrze.	NKJP			EVID	BW0204	Björn		1	
pl	Wiem tylko, że panuje pomysł, żądanie, dogmat, jakoby człowiek powinien być nieustannie szczęśliwy.	NKJP			EVID	BW0204	Björn		1	
pl	Słyszałaś o tej dziewczynce rzekomo porwanej w Czechach?	NKJP			EVID	BW0205	Björn		1	
pl	Nie widziałem tego pana ani żadnej kobiety, którą rzekomo miał tu przywieźć.	NKJP			EVID	BW0205	Björn		1	
ru	Пусть действительные полководцы не обижаются и не выражают недовольствие тем, что, оказывается, якобы разведчики выиграли эту войну.	NKRJa			EVID, SA-OPT	BW0206	Björn		1	
ru	Правда, в статье не были упомянуты имена создателей программы, после чего, якобы обидевшись, они уехали из Иллинойса в Кремниевую Долину.	NKRJa			EVID	BW0206	Björn		1	
ru	Кстати дочка якобы красавица и на неё даже похожа.	NKRJa			EVID	BW0206	Björn		1	
ru	При подписании договоров силовикам якобы пообещали так называемые комиссионные в размере $ 6 млн.	NKRJa			EVID	BW0206	Björn		1	
ru	СМИ хотят вдолбить в мозг людей, будто народ боится прихода коммунистов к власти.	NKRJa			EVID	BW0208	Björn		1	
ru	Мне с ними по жизни не везет ― карма, видимо, у меня такая ― в прошлой жизни, наверно, поиздевалась над ними.	NKRJa			EVID	BW0209	Björn	This example has been adapted from the original source.	1	
ru	Прочтите ещё раз Вашу фразу. Напоминает 12-ть стульев [...]. Поищите реплики м-м Грицацуевой, кажется, это оттуда.	NKRJa			EVID	BW0215	Björn	This example has been adapted from the original source.	1	
ru	Вторая часть понравилась в меньшей степени. А третью я, вроде, когда-то пыталась посмотреть, но осилила минут 10-15, кажется.	NKRJa			EVID	BW0216	Björn	This example has been adapted from the original source.	1	
ru	[...] размахивается и даёт ему кулаком в морду. Философ. Эге, да он ему, кажется, глаз выбил.	NKRJa			EVID	BW0217	Björn	This example has been adapted from the original source.	1	
ru	[...] у меня две девочки 15 и 18. Но мы, похоже, потихоньку выходим из подростков [...].	NKRJa			EVID	BW0223	Björn	This example has been adapted from the original source.	1	
ru	Бывали моменты, когда она позвонит в звонок, я приду, и она мне скажет [...].	NKRJa			ITER	BW0225	Björn	This example has been adapted from the original source.	1	
ru	Как проиграет, Кумилкин быстро это замнет, сдает по новой.	NKRJa			ITER	BW0225	Björn		1	
ru	Уверен, что кто-то попросит рассказать обо всем поподробнее.	NKRJa			EPIST	BW0226	Björn		1	
ru	Да хорошо все будет. Все ты сдашь.	NKRJa			EPIST	BW0228	Björn	This example has been adapted from the original source.	1	
ru	Мы её положим на стол, и она придёт в себя.	NKRJa			EPIST	BW0231	Björn		1	
ru	У вас всё же эшелон есть, и он поздно или рано всё равно куда-то пойдёт.	NKRJa			EPIST	BW0234	Björn		1	
ru	Вообще-то рассуждать на эту тему совершенно бессмысленно, тут есть что-то, чего словами не опишешь.	NKRJa			CIRC, EPIST	BW0235	Björn		1	
ru	[...] лучше не мудрить, выбрать законопослушный вариант, и тогда путешествие [...] превзойдёт все ваши ожидания.	NKRJa			EPIST	BW0236	Björn	This example has been adapted from the original source.	1	
ru	Интересное начинание, но вряд ли производители на такое пойдут.	NKRJa			EPIST	BW0238	Björn		1	
ru	[...] А зачем нужны глаза без взгляда? Без взгляда собеседника ты сам окажешься для него невидимым.	NKRJa			EPIST	BW0239	Björn	This example has been adapted from the original source.	1	
ru	Как бы сильно автор не рисковал, найдётся некто ленивый, кто непременно скажет [...]. И скорее всего, окажется прав.	NKRJa			EPIST, ITER	BW0240	Björn	This example has been adapted from the original source.	1	
pl	Posłuchaj, pan Leszek na pewno to zrozumie, że [...] trzeba odłożyć na bok różne sprawy [...].	NKJP			EPIST	BW0241	Björn	This example has been adapted from the original source.	1	
pl	Na pewno będzie fajnie ― zobaczysz [...].	NKJP			EPIST	BW0242	Björn	This example has been adapted from the original source.	1	
pl	Oni do siebie pasują. Kinga nigdy nie znajdzie lepszego faceta.	NKJP			EPIST, RECI	BW0243	Björn		1	
pl	Ma pan na pewno różne swoje przyzwyczajenia [...]. To wszystko wyjdzie dopiero w takim normalnym codziennym życiu.	NKJP			EPIST	BW0244	Björn	This example has been adapted from the original source.	1	
pl	Prałem, sprzątałem ― I myślę, że to się nie zmieni.	NKJP			EPIST	BW0245	Björn	This example has been adapted from the original source.	1	
pl	No i co, młody, tak się nakręciłeś, że może mnie jeszcze uderzysz?!	NKJP			EPIST	BW0246	Björn		1	
pl	A co mi tam [...], tam miałem ciasno. Tu wygodniej. ― Jeszcze cię kiedy stąd wypędzą. ― A kto mnie wypędzi?	NKJP			EPIST	BW0247	Björn	This example has been adapted from the original source.	1	
pl	Na partyzantkę to się ksiądz nie nada.	NKJP			DISP	BW0248	Björn		1	
pl	Nawet pewnie ksiądz strzelać nie umie.	NKJP			DISP, EPIST	BW0248	Björn		1	
pl	Ilekroć przyjdą robić mi remanent, zawsze mnie ten czy ów nie omieszka zapytać, czy [...].	NKJP			ITER	BW0249	Björn		1	
pl	Niezależnie od tego, jak daleko się wybierzesz, zawsze znajdziesz coś dla siebie.	NKJP			ITER	BW0250	Björn		1	
pl	Żeby przed oczami zrobiło mi się ciemno, nie trzeba mi nigdy dużo. Jedna kropla wystarczy mi zawsze.	NKJP			ITER	BW0251	Björn		1	
pl	[...] zaprzyjaźnij się z nim [ze wszechświatem] i kiedy masz wątpliwości, poproś o pomoc [...] a on ci pomoże, bo pomaga zawsze.	NKJP			ITER, EPIST	BW0252	Björn		1	
pl	Piję, no, lubię sobie golnąć ― Czasem wezmę niuch kokainki albo sięgnę po pejotl [...].	NKJP			ITER	BW0253	Björn	This example has been adapted from the original source.	1	
pl	Wygram z tobą zawsze i wszędzie [...], na hulajnodze, trójkołowym rowerku i kucyku.	NKJP			ITER	BW0254	Björn	This example has been adapted from the original source.	1	
pl	Po dokonaniu zakupów towar był wysyłany przez subiektów do domu klienta.	NKJP			DOM-ANIM	BW0256	Björn		1	
pl	Kłaki i pakuły sterczące [...] z kormoranów, czapli, ibisów ― żeby wymienić [...] typowych przedstawicieli ptactwa wodnego [...].	NKJP			DOM-ANIM	BW0257	Björn	This example has been adapted from the original source.	1	
pl	Kiedy [...] badacz spotyka przedstawiciela jakiegoś gatunku owadów, Majewski podaje rzetelną charakterystykę stwora [...].	NKJP			DOM-ANIM	BW0258	Björn		1	
pl	Archaniz spojrzała z gniewem na nowego przedstawiciela kociego rodu.	NKJP			DOM-ANIM	BW0259	Björn		1	
pl	W domu pełno było psów i kotów, które uważano przecież za członków rodziny.	NKJP			DOM-ANIM	BW0261	Björn		1	
pl	Jednocześnie wierzyli w czyhające w jarach olbrzymy [...], baldwiny wabiące nieostrożnych wędrowców [...] i skrzaty.	NKJP			DOM-ANIM	BW0264	Björn		1	
pl	Zresztą dotąd nikogo z państwa nie spotkałem osobiście, znałem skrzaty tylko ze słyszenia, z opowieści.	NKJP			DOM-ANIM	BW0264	Björn		1	
pl	Włodek [...] wspomagał kontrolę prowadzoną przez skrzatów z grupy Wasyl.	NKJP			DOM-ANIM	BW0264	Björn	This example has been adapted from the original source.	1	
pl	Tu widywał karły i dziewczęta przeraźliwie tłuste.	NKJP			DOM-ANIM	BW0265	Björn		1	
pl	Gollum [...] teraz nadal tropi hobbitów, na koniec obgryza Frodowi rękę i wpada do lawy.	NKJP			DOM-ANIM, POSS	BW0267	Björn	This example has been adapted from the original source.	1	
pl	Stwór, spaczony przez pierścień, obiecuje poprowadzić hobbitów do Czarnych Wrót Mordoru.	NKJP			DOM-ANIM	BW0268	Björn		1	
pl	[...] w świecie fantasy zaludnionym przez elfy, krasnoludy, hobbitów, czarnoksiężników i smoki.	NKJP			DOM-ANIM	BW0269	Björn		1	
ru	[...] ездит этот изнеженный Чичиков [...] и встречает не людей ― а кукол фарфоровых.	NKRJa			DOM-ANIM	BW0270	Björn	This example has been adapted from the original source.	1	
ru	Как некоторые любят и собирают кукол, так Маруся собирала диваны.	NKRJa			DOM-ANIM	BW0272	Björn		1	
ru	Гэмбл виртуозно водит марионеток.	NKRJa			DOM-ANIM	BW0273	Björn		1	
ru	Склеить нас, двух [...] кукол-марионеток ― нутро-к-нутру?	NKRJa			DOM-ANIM	BW0275	Björn	This example has been adapted from the original source.	1	
ru	[...] Алёша увидел две фарфоровые китайские куклы, которых вчера он не заметил.	NKRJa			DOM-ANIM	BW0276	Björn		1	
ru	Она говорит ― Куклы покупал? ― Я говорю ― Много чего покупал. Иногда покупал куклы.	NKRJa			DOM-ANIM	BW0277	Björn	This example has been adapted from the original source.	1	
ru	[...] оставшийся прах собирали в мешочки и помещали в ритуальные куклы-манекены [...].	NKRJa			DOM-ANIM	BW0278	Björn		1	
pl	Nie mówię do ciebie, ale wiem, jak się chłopy myją.	NKJP			DSM-ANIM	BW0279	Björn		1	
pl	Jak chcą chłopy, niechby się i bili, ale żeby kobiety z dziećmi za ich wojny nie płaciły.	NKJP			DSM-ANIM	BW0280	Björn		1	
pl	Tylko w głębi pod oknem dwaj chłopi o twarzach sinoczerwonych kiwali się nad szklanicami piwa.	NKJP			DSM-ANIM	BW0284	Björn		1	
pl	W drugiej sali chłopaki w napięciu obserwowali rozgrywkę bilardową pod wąskim snopem lampy.	NKJP			DSM-ANIM	BW0285	Björn		1	
pl	W ogóle w załodze powinny być same chłopaki, i koniec!	NKJP			DSM-ANIM	BW0286	Björn		1	
pl	Chłopi mało mnie nie zatłukli, na szczęście nie wiedzieli, jak się do tego zabrać ― Podziurawili mnie kołkami.	NKJP			DSM-ANIM	BW0288	Björn	This example has been adapted from the original source.	1	
pl	Zacząłem, jak te chłopaki, jeździć po pociągach.	NKJP			DSM-ANIM	BW0289	Björn		1	
pl	Anzelm i Janusz, obaj kończący już gimnazjum chłopacy, pokazywali się tylko przy stole.	NKJP			DSM-ANIM	BW0289	Björn	This example has been adapted from the original source.	1	
pl	Zoltan żartował, że upiory i wszelkie inne demony musiały dowiedzieć się o nadciągających wojskach.	NKJP			DSM-ANIM	BW0290	Björn		1	
pl	Ale pomylili się w rachubach, mimo iż gazety redagowały w tych dniach diabły. A tron okupowały bałwany.	NKJP			DSM-ANIM	BW0293	Björn		1	
pl	Na czwartej [skrzyni] siedział poszukiwany byczek, umieszczony tu przez diabłów, pilnujących tego zbójeckiego skarbu.	NKJP			DSM-ANIM	BW0297	Björn	This example has been adapted from the original source.	1	
pl	Gobliny czy też hobbity ― nie umiałem nigdy tego spamiętać ― umiały wyczyniać takie sztuki.	NKJP			DSM-ANIM	BW0299	Björn	This example has been adapted from the original source.	1	
pl	Rohańscy i gondorscy wojownicy, elfy, hobbity a nawet Nazgule pojawili się w piątek w Krakowie.	NKJP			DSM-ANIM	BW0300	Björn		1	
pl	Zaraz, zaraz, o czym to ja marzyłem, że było mi z tym tak dobrze? ― Aha, już wiem.	NKJP			MFOC	BW0301	Björn	This example has been adapted from the original source.	1	
pl	Zresztą, poniekąd to pan jest za to odpowiedzialny [...].	NKJP			MFOC	BW0303	Björn	This example has been adapted from the original source.	1	
pl	Wreszcie stało się jasne, dlaczego ktoś chciał, by to on zajął się tą sprawą.	NKJP			MFOC	BW0305	Björn		1	
pl	Przypominam, że od września to on będzie decydował o twojej pensji.	NKJP			MFOC	BW0310	Björn		1	
ru	Как будто собирают трофеи своей победы. Можно подумать, что это они, американцы, разбили немцев.	NKRJa			MFOC	BW0313	Björn	This example has been adapted from the original source.	1	
ru	Сидевшие рядом с ним удивлялись ― откуда это он знает, что будет петь Архипова.	NKRJa			MFOC	BW0315	Björn		1	
ru	Это откуда же такая хорошая квартирка взялась? ― плаксиво вопросила Алла Владимировна.	NKRJa			MFOC	BW0316	Björn		1	
ru	Я сначала тебя проскочил, вот тут вот развернулся уже. Быстро это очень всё рассказал.	NKRJa			MFOC	BW0318	Björn	This example has been adapted from the original source.	1	
ru	О, Вань, это с кем это ты тут любезничаешь?	NKRJa			MFOC	BW0319	Björn	This example has been adapted from the original source.	1	
pl	Dolewają wody do paliwa [...], jak ci, co to u nich pan Jezus na weselu był, żenili wino wodą [...].	NKJP			MFOC, RC	BW0322	Björn		1	
pl	Postępuje pan nietypowo [...], oferuje pan zapłatę, zanim nam pan powiedział, o czym to mamy mianowicie milczeć [...].	NKJP			MFOC, RC	BW0323	Björn	This example has been adapted from the original source.	1	
pl	I łazić to on nie potrzebuje, ma motor.	NKJP			MTOP	BW0324	Björn		1	
pl	Dobierać sobie wrogów to trzeba umieć. A ty masz z tym problemy. ― A może to oni mają?	NKJP			MTOP	BW0326	Björn	This example has been adapted from the original source.	1	
pl	A co się tyczy tych siedmiu kawalerów, to z nimi ja będę miał jeszcze oddzielną rozprawę!	NKJP			MTOP	BW0328	Björn		1	
pl	Wysportowane to one [dzieci] są, zdrowe to one są, wesołe to one są, ale pogadać z nimi to nie ma o czym.	NKJP			MTOP	BW0331	Björn	This example has been adapted from the original source.	1	
pl	Zobaczymy, czy będzie taki szczęśliwy. U Starego Sępa ciemno, ale z nim to nigdy nic nie wiadomo.	NKJP			MTOP	BW0332	Björn		1	
ru	Стальной корпус женских часов украшен бриллиантами, они же использованы вместо цифр.	NKRJa			MTOP	BW0333	Björn		1	
ru	Конечно, творчество было приоритетным, но зарплата хотя и вторична ― о ней же забывать нельзя!	NKRJa			MTOP	BW0335	Björn		1	
pl	Dwa kubły [...] stały na samym czubku mola, który to czubek świecił dziurami niczym sito.	NKJP			MTOP, RC	BW0336	Björn		1	
